cgpa,score,placed
9.83,9.56,1
9.71,9.37,1
4.6,5.09,0
9.73,9.94,1
5.75,5.53,0
5.77,5.63,0
9.35,9.63,0
6.91,6.55,0
8.81,8.9,0
5.51,5.35,0
9,9.46,0
6.22,6.71,0
10.2,9.73,0
7.41,7.22,0
9.17,9.38,0
6.88,6.64,0
8.93,8.99,0
8.27,8.23,0
6.91,7.19,0
8.2,7.73,0
8.67,9.11,1
5.52,5.35,0
6.28,6.45,0
8.77,8.65,0
7.54,7.18,0
7.3,7.68,0
7.28,7.58,0
6.83,6.61,0
5.15,5.16,0
8.03,7.67,1
7.02,7.03,0
8.79,8.47,0
6.48,6.29,1
6.94,7.24,0
8.97,9.21,0
9.64,9.9,0
8.37,8.34,0
8.82,8.99,1
6.82,7.12,0
9.17,9.54,0
5.83,5.95,0
9.41,9.3,0
5.54,5.26,0
6.74,6.85,0
9.98,9.84,0
8.25,8.57,1
9.12,9.11,1
7.14,7.1,0
6.87,6.91,0
7.26,7.37,0
7.58,7.38,0
5.56,5.39,0
9.99,9.57,0
5.82,6.22,0
8.62,8.94,0
5.8,6.05,0
7.62,7.96,0
7.73,8.21,0
6.92,7.41,0
6.77,6.98,0
7.85,7.39,0
7.57,7.77,0
8.01,7.68,1
7.03,7.39,0
8.52,8.04,1
8.95,8.8,0
8.37,7.91,1
7.24,7.5,0
9.8,9.35,0
9.7,9.47,0
7.15,7.24,0
6.14,5.81,0
7.9,7.88,0
7.65,7.17,0
5.71,5.6,0
5.51,5.76,0
9.67,9.65,0
5.08,5.55,0
7.41,6.98,1
6.32,6.79,0
5.05,5.35,0
7.08,7.46,0
8.86,8.86,0
6.2,5.71,0
5.23,5.16,0
5.65,5.23,0
7.28,7.5,1
5.59,5.74,0
5.94,6.09,0
7.14,7.36,0
8.83,8.71,0
6.51,6.78,0
5.12,5.24,0
8.97,9.19,0
6.41,6.13,0
6.63,6.56,0
7.58,7.85,0
6.41,6.86,0
8.72,8.31,0
7.36,7.83,0
7.47,7.67,0
7.93,7.63,0
5.69,5.58,0
5.7,5.72,0
4.84,5.12,0
6.07,6.55,0
6.89,7.1,0
8.37,8.54,0
4.89,5.09,0
8.12,8.21,0
7.25,6.91,0
5.93,5.47,0
8.63,8.62,0
8.64,8.8,1
7.56,7.63,0
6.05,6.48,0
7.74,7.51,0
6.76,6.56,0
7.2,7.56,0
8.69,8.57,0
7.29,7.78,0
9.68,9.68,0
7.11,7.05,0
5.53,5.86,1
5.07,5.47,0
9.03,9.31,1
5.93,6.21,0
7.07,7.32,0
7.67,8.12,1
10.33,9.85,1
5.39,5.07,0
6.12,6.08,0
7.81,8.23,0
6.32,5.97,0
6.9,6.7,0
8.31,8.58,0
9.81,9.34,1
8.22,8.7,1
5.29,5.7,1
7.53,7.13,0
7.86,7.56,0
6.04,5.93,1
9.33,9.41,0
7.88,7.53,0
6.19,6.02,0
9.44,8.96,0
7.42,7.21,0
9.19,9.21,0
5.22,5.04,0
9.02,9.45,0
7.33,7.1,0
9.19,9.13,0
7.57,7.6,0
6.27,6.62,0
8.58,9.07,1
4.69,5.08,0
9.12,9.07,0
5.48,5.66,0
10.18,9.87,1
8.72,9.18,0
6.1,6.15,0
6.89,6.4,0
7.55,7.09,0
9.65,9.24,0
8.88,8.87,1
8.72,8.53,0
9.39,9.02,1
8.26,8.01,0
8.72,8.51,1
7.17,7.08,0
8.36,8.45,0
8.16,8.41,0
7.17,7.46,0
5.83,5.66,0
8.77,9.2,0
4.89,5.31,0
7.43,7.81,0
5.24,5.13,0
8.87,8.96,0
5.83,5.9,0
6.9,7.33,0
6.72,7.1,0
8.77,8.75,0
6.14,6.27,0
9.68,9.31,0
10.03,9.7,0
7.48,7.32,0
6.2,6.16,0
5.58,5.38,1
9.6,9.5,1
5.59,5.11,0
9.79,9.55,0
8.88,8.42,0
8.84,8.82,1
8.8,9.26,1
7.64,7.74,0
8.53,8.65,0
8.2,8.41,1
9.61,9.32,0
7.59,7.32,0
5.33,5.7,0
8.43,8.9,0
9.16,9.32,0
7.69,7.26,0
6.68,6.98,0
6.57,6.16,0
9.13,9.48,0
9.36,9.28,0
9.9,9.82,0
6.03,5.81,0
10.09,9.7,1
7.32,6.84,0
5.48,5.05,0
8.59,8.93,1
5.62,6.11,0
9.25,9.47,0
7.44,7.4,0
5.08,5.13,0
5.63,5.88,0
10.28,9.88,0
8.51,8.74,0
6.35,6.2,0
8.61,8.49,0
6.58,6.71,0
5.01,5.33,0
8.12,8,1
6.67,6.35,0
5.61,5.28,0
5.81,5.85,0
9.06,9.26,1
6.76,6.63,0
9.21,8.72,0
6.28,6.56,0
8.94,8.55,0
9.83,9.93,1
8.38,8.13,0
5.64,5.45,0
4.97,5.04,0
8.47,8.35,1
7.2,7.5,0
5.85,5.53,0
8.05,8.17,0
5.68,5.72,0
9.41,9.09,0
5.46,5.86,0
9.06,9.45,0
6.35,6.65,0
6.43,6.78,0
9.25,9.62,1
5.92,6.31,0
5.91,5.52,0
6.65,6.47,0
8.9,9.06,1
8.54,8.53,0
7.09,7.14,0
6.15,6.46,0
9,9.49,0
8.06,8.47,0
6.75,6.37,0
7.43,7.87,0
6.62,6.3,0
8.33,8.48,0
7.13,6.92,1
6.27,6.59,0
7.58,7.28,0
5.42,5.83,0
9.29,9.2,0
9.1,9.3,1
7.69,7.69,0
9.7,9.98,1
6.66,6.71,0
5.79,5.79,0
9.06,8.93,1
6.68,7.03,0
5.84,6.33,0
9.87,9.86,1
9.46,9.86,1
5.69,5.27,0
7.93,8.17,0
8.3,8.09,1
9.74,9.3,0
6.11,6.2,0
6.41,5.93,0
8.23,7.76,0
5.77,5.42,0
7.01,6.78,0
8.91,9.19,0
7.87,7.49,0
6.56,6.46,0
7.76,7.28,0
8.61,8.53,1
9.58,9.88,0
9.87,9.66,0
5.19,5.28,0
6.86,6.39,0
8.66,8.56,0
4.95,5.08,0
5.47,5.85,0
8.06,8.41,0
5.8,5.91,0
7.04,6.92,0
9.47,9.34,0
8.22,7.9,1
9.46,9.69,0
8.25,7.93,0
9.21,8.73,1
8.23,8.5,1
7.85,7.41,0
7.97,7.8,0
7.99,7.54,0
6.2,6.48,0
5.74,5.56,0
6.93,7.41,0
7.58,7.36,0
8.69,8.97,0
6.97,7.15,0
4.78,5.07,0
8.11,8.45,1
7.4,7.74,1
7.85,8.05,0
6.71,7.12,0
8.88,8.39,0
9.37,9.52,0
8.56,8.95,1
6.65,6.64,0
9.3,9.43,1
6.71,6.92,0
7.17,7.28,0
9.36,9.3,1
9.43,8.99,1
7.98,8.2,0
7.35,7.16,0
9.41,9.16,1
8.73,8.6,0
9.8,9.9,1
5.07,5.1,0
8.7,8.42,1
7.13,6.78,1
9.15,9.37,0
8.07,8.15,0
8.28,8.23,0
9.02,8.71,0
9.78,9.99,0
7.12,7.55,0
5.65,6.06,0
6.71,6.33,0
8.81,9.05,0
8.79,9.07,0
10.18,9.9,0
5.74,5.69,0
6.15,5.92,0
9.5,9.31,0
7.45,7.04,0
8.25,8.09,0
5.49,5.58,0
10.06,9.83,1
8.1,7.74,1
6.29,6.42,0
6.12,6.58,0
8.28,7.94,0
8.39,8.66,0
9.67,9.57,0
7.24,7.69,0
7.24,6.97,0
7.19,6.97,0
6.58,6.59,1
8.37,8.11,1
7.67,7.41,0
5.58,6.07,0
10.28,9.92,1
5.96,6.23,0
9.52,9.86,0
6.38,6.26,0
6.84,6.45,0
9.26,9.21,0
8.44,8.37,1
7.96,7.95,1
7.29,7.41,0
8.56,8.91,0
8.68,8.4,1
9.32,9.12,0
6.45,6.63,0
5.88,5.64,0
9.03,8.82,1
6.38,6.49,0
9.65,9.52,1
6.5,6.75,0
6.22,5.81,0
5.29,5.59,0
7.48,7.32,0
10.36,9.91,1
5.4,5.81,0
5.32,5.47,0
9.07,9.12,1
9.86,10,0
8.67,8.23,0
5.84,5.59,0
9.19,8.98,0
6.3,6.15,0
5.23,5.38,1
9.08,9.46,0
5.92,5.88,0
7.77,8.19,0
6.75,7.04,0
7.91,8.13,0
8.66,9.11,0
7.65,7.97,0
8.86,9.18,0
9.22,8.73,0
4.93,5.18,0
7.83,7.73,0
9.72,9.72,0
5.16,5.05,0
8.19,8.41,0
7.29,7.53,0
6.1,6.24,0
5.44,5.39,0
7.13,7.43,0
9.58,9.77,0
5.49,5.9,0
8.33,8.2,0
6.58,7.05,0
9.39,9.85,1
8.22,8.47,0
6.03,6.03,0
9.26,8.85,0
9.09,8.89,0
8.11,8.47,0
6.57,6.95,0
6.27,6.75,0
7.46,7.35,0
5.44,5.71,0
7.8,7.48,0
8.84,8.5,1
6.81,6.74,0
8.57,8.76,0
7.27,7.76,0
7.81,7.79,0
8.34,7.94,0
5.55,5.67,1
8.68,8.92,0
6.05,6.4,0
6.33,6.33,0
7.36,7.34,0
5.6,5.69,0
9.09,8.61,0
8.37,8.77,1
9.26,8.84,1
7.55,8.05,0
5.87,6.11,0
9.56,9.61,0
6.57,6.23,0
6.72,6.38,0
4.89,5.09,0
5.27,5.48,0
7.89,8.09,0
7.81,8.29,0
5.01,5.05,1
9.42,9.65,0
5.73,5.92,0
6.24,6.1,0
9.06,9.35,0
7.02,7.38,0
9.32,9.01,0
6.8,6.6,0
9.06,8.73,1
10.12,9.75,1
6.21,6.52,0
5.4,5.76,0
7.49,7.56,0
7.21,7.45,0
5.51,5.19,0
8.87,9.16,0
8.42,8.85,1
7.81,7.38,0
7.88,7.54,0
5.31,5.24,0
7.01,6.9,0
7.67,7.35,0
7.29,7.29,0
7.54,7.25,0
5.27,5.06,0
8.36,8.6,0
9.4,9.35,0
7.45,7.34,0
5.36,5.66,0
8.38,8.04,0
5.37,5.1,0
9.52,9.95,0
5.86,6.35,0
6.62,6.38,0
4.89,5.04,0
8.29,7.93,1
4.83,5.07,0
9.12,8.91,0
8.41,8.63,0
7.33,6.86,0
8.57,8.46,1
8.99,8.58,0
8.23,7.88,0
5.64,5.6,0
8.16,8,0
7.93,7.48,1
7.99,7.57,0
8.69,8.72,0
5.65,6.14,0
9.11,9.38,1
7.4,7.75,0
6.39,6.44,0
6.34,6.8,0
5.3,5.07,0
7.97,8.13,0
7.48,7.47,0
5.91,6.25,0
4.77,5.11,0
7.48,7.81,1
8.2,8.53,0
9.54,9.37,0
6.69,6.8,0
8.77,8.83,0
6.39,6.16,0
5.35,5.39,0
8.73,8.56,1
8.52,8.79,1
9.25,9.25,1
5.07,5.22,0
5.1,5.09,0
8.66,9.07,1
6.69,6.66,0
9.17,9.32,0
5.05,5.3,0
8.75,9.21,0
6.32,6.72,0
7.56,7.62,0
9.7,9.34,1
8.26,8.29,0
9.53,9.68,0
7.21,6.86,0
6.05,6.39,0
10.14,9.99,0
6.47,6.08,0
6.58,6.6,0
7.41,7.69,0
7.39,7.71,0
9.7,9.9,0
7.66,7.34,0
9.57,9.64,1
6.91,6.55,0
5.27,5.28,0
5.15,5.32,0
7.43,7.17,0
8.94,9.17,0
9.95,9.85,1
7.27,6.95,0
5.58,5.95,0
8.08,7.95,0
7.81,8.09,0
6.69,6.83,0
4.94,5.09,0
4.96,5.18,0
8.05,8.13,0
6.77,7.07,0
5.5,5.47,0
6.1,6.54,0
7.58,7.13,0
8.6,8.93,0
7.52,7.94,0
8.43,8.41,0
6.65,6.6,0
5.8,5.8,0
9.11,8.74,1
9.07,8.76,0
5.84,5.92,0
6.29,6.31,0
9.17,9.04,0
5.99,5.72,0
9.99,9.93,0
5.93,5.53,0
7.83,8.11,0
10.38,9.93,0
10.37,9.98,1
9.23,8.9,0
8.41,8.53,1
7.49,7.88,0
6.99,7.13,0
9.59,9.67,1
5.14,5.18,0
5.32,5.73,0
8.78,8.48,0
7.59,7.67,0
8.32,8.69,0
9.42,8.93,1
6.75,6.35,0
7.51,7.2,0
5.77,5.28,0
8.83,8.68,0
9.65,9.54,0
6.53,6.67,0
8.45,8.65,0
9.03,9.43,0
5.29,5.41,0
8.99,9.09,0
7.77,7.47,0
5.2,5.18,0
5.33,5.62,0
6.41,6.08,0
6.69,6.65,0
7.76,7.75,0
5.13,5.29,0
8.96,8.55,0
7.66,7.85,0
7.03,6.71,0
6.04,6.37,0
8.92,8.89,1
9.32,9.01,0
9.19,9.65,1
9.45,9.4,0
8.57,8.73,1
8.85,8.99,1
9.33,8.83,1
6.42,6.1,0
7.79,7.88,0
6.26,6.07,0
9.42,9.05,1
5.31,5.16,0
7.86,8.18,0
5.7,5.63,0
6.79,7.16,0
9.87,9.46,1
9.8,9.89,0
7.17,6.71,0
6.28,6.6,0
6.18,6.02,0
7.1,7.02,0
9.6,9.67,0
6.6,7.04,0
5.78,6.26,0
6.47,6.56,0
8,8.24,0
7.68,7.25,0
5.72,5.23,0
7.36,7.61,0
5.42,5.19,0
8.03,7.83,0
6.58,7.04,0
8.16,7.93,0
6.57,6.21,0
7.25,7.44,0
5.76,5.86,0
7.23,7.34,0
9.91,9.73,0
6.97,6.92,0
7.19,6.82,0
6.7,6.23,0
9.29,9.64,0
6.74,6.83,0
7.57,7.94,0
9.3,9.21,0
7.51,7.87,0
6.7,6.97,0
8.13,7.69,0
6.22,6.09,0
9.57,9.62,1
5.8,5.74,0
8.73,8.89,1
6.92,6.85,0
7.06,6.59,0
8.67,9.05,1
6.23,6.72,0
6.48,6.79,0
6.25,6.41,1
7.3,6.81,0
6.57,6.4,0
4.94,5.01,0
5.51,5.11,0
8.29,8.36,1
5.89,5.42,0
7.16,7.6,0
7.12,6.96,0
8.59,8.2,0
5.79,5.43,0
5.72,5.57,0
9.47,9.86,0
5.53,5.92,0
9.33,9.34,0
7.59,7.4,1
5.19,5.12,0
5.86,5.49,0
7.16,7,0
5.45,5.17,0
7.61,7.49,0
7.7,7.62,0
8.46,8.75,1
9.66,9.22,1
6.68,6.64,1
5.68,5.85,0
9.03,8.99,1
8.3,8.7,0
5.7,6,0
7.78,7.52,0
5.41,5,0
5.73,5.92,0
5.27,5.24,0
8.86,8.6,0
9.32,9.36,0
7.16,7.34,0
6.76,6.63,0
5.93,5.89,0
8.5,8.09,0
9.77,9.45,0
5.83,5.93,0
8.64,8.9,0
6,5.72,0
6.3,5.91,0
8.11,8.27,0
8.42,8.42,0
7.9,8.08,0
8.91,8.88,0
9.15,8.73,0
8.25,8.13,0
7.6,7.44,0
7.71,8.16,0
7.98,7.7,0
5.7,5.8,0
8.43,7.95,0
8.31,8.4,0
4.98,5.43,0
7.24,7.07,0
5.65,5.95,0
5.7,5.35,0
7.8,8.28,0
8.41,8.32,0
6.96,6.46,0
8.88,8.81,1
9.82,9.88,1
6.91,6.94,0
8.37,8.14,1
6.12,6.61,0
7.76,8,0
7.4,7.78,0
5.87,5.93,1
8.35,8.75,0
7.73,8.04,0
5.57,5.32,0
7.53,7.94,0
9.41,9.43,0
6.05,6.54,0
6.61,6.5,0
7.31,6.93,0
8.19,8.05,0
6.8,6.98,0
5.41,5.5,0
7,6.86,0
6.13,5.79,0
7.49,7.9,1
5.54,5.93,1
7.37,7.22,0
5.85,5.63,0
5.65,5.52,0
5.45,5.41,0
8.59,8.59,0
6.4,6.87,0
6.73,6.67,0
9.7,9.52,0
7.43,7.1,0
6.24,5.93,0
9.19,9.11,0
9.12,8.98,0
9.88,9.56,1
8.82,8.86,0
8.83,8.8,0
8.59,8.71,1
6.61,6.7,0
6.84,6.44,0
9.56,9.19,0
5.56,5.16,0
6.89,6.69,1
9.73,9.41,0
10.21,9.86,0
4.72,5.02,0
6.66,7.11,0
7.7,7.69,0
5.98,5.91,0
8.34,8.25,0
6.73,6.57,0
9.68,9.96,1
8.17,8.58,0
8.78,8.58,0
9.26,9.47,0
9.89,9.81,0
8.29,8.04,0
10.06,9.66,0
9.09,9.49,1
6.21,6.18,0
5.85,5.37,0
10.06,9.64,0
7.25,7.09,0
6.59,6.21,0
8.36,8.01,0
7.73,7.41,0
7.32,7.74,0
9.59,9.44,0
8.47,8.37,1
7.78,7.55,0
6.21,6.42,0
9.44,9.56,0
8.35,7.99,0
8.28,8.22,0
5.08,5.22,0
8.56,8.5,1
8.83,8.93,0
6.89,6.81,0
7.3,7.12,0
5.37,5.42,1
8.15,8.06,1
7.81,8.12,0
6.85,7.28,0
8.71,8.75,0
7.43,7,0
7.86,7.74,0
8.69,8.87,0
7.3,6.8,0
7.44,7.13,0
9.03,8.67,0
7.85,7.96,0
6.46,6.46,0
7.16,7.53,0
9.7,9.45,0
6.3,6.78,0
9.57,9.4,1
6.45,6.85,0
8.43,8.54,0
7.25,7.19,0
5.9,6.16,0
8.21,8.56,0
5.64,5.17,0
10,9.96,1
7.2,7.11,0
7.61,7.99,0
7.64,7.45,0
4.74,5.09,0
10,9.93,0
5.43,5.79,0
8.29,8.21,1
6.63,6.88,0
9.52,9.41,1
8.39,8.46,1
6.63,6.71,0
8.08,8.2,0
9.96,10,1
9.25,9.31,1
9.39,9.14,1
8.75,9.19,1
9.82,9.99,0
9.48,9.7,1
6.33,5.98,0
8.73,8.52,1
6.68,7.12,0
5.1,5.36,0
5.26,5.6,0
8.23,8.29,1
5.11,5.16,0
8.97,9.41,1
6.07,6.47,0
8.81,8.31,0
5.62,5.56,0
7.9,7.62,0
7.05,7.17,0
8.03,7.7,1
8.58,8.26,1
7.57,7.74,0
7.65,7.56,0
8.8,8.32,0
9.68,9.77,0
5.17,5.15,0
5.19,5.25,0
6.94,6.84,0
5.68,6.11,0
8.68,8.27,0
6.41,6.23,0
6.39,6.47,0
5.87,5.75,1
5.43,5.55,1
4.67,5.07,0
7.25,6.8,0
9.02,9.4,0
7.51,7.06,0
6.2,5.9,0
5.5,5.42,0
8.68,8.73,0
6.18,5.73,1
8.29,7.93,1
10.3,9.85,0
7.24,6.83,1
6.95,6.55,0
8.91,9.08,0
9.48,9.83,0
7.23,7.36,0
9.39,9.18,1
5.83,5.98,0
6.56,6.92,0
5.78,6.25,0
5.78,6.05,0
6.83,7.07,0
8.58,8.53,0
8.86,8.85,0
8.29,8.26,1
4.87,5.21,0
10,9.77,1
8.31,7.85,1
7.63,7.89,0
7.02,7.22,0
8.8,9.08,0
10.01,9.95,0
7.02,7.08,0
5.89,5.84,0
7.77,7.8,0
9.14,8.95,0
8.5,8.6,0
8.48,8.32,0
6.7,6.6,0
9.3,9.39,0
9.93,9.76,0
6.46,6.9,0
9.34,8.86,0
6.11,6.18,0
5.31,5.38,1
5.83,5.95,0
7.46,7.03,0
8.15,7.73,0
7,6.66,0
5.75,5.39,0
5.29,5.22,0
9.87,9.65,0
7.4,7.38,0
9.95,9.77,0
6.35,6.64,0
5.87,6.14,0
6.23,6.12,0
5.81,5.98,0
5.46,5.28,0
6.63,6.91,0
7.02,6.86,0
5.96,5.57,0
5.83,5.36,0
9.39,9.35,0
5.67,5.68,0
7.3,7,0
7.33,7.06,0
5.58,5.88,0
8.21,7.78,0
6.01,6.38,1
6.22,6.57,0
7.56,7.52,0
5.31,5.19,0
5.48,5.56,0
9.84,9.86,1
6.86,6.83,0
7.42,6.96,0
8.75,8.44,0
9.3,8.97,0
5.82,6.21,0
6.34,6.3,1
5.95,6.09,0
9.95,9.63,1
4.82,5.07,0
7.02,6.91,0
6.82,7.09,0
9.89,9.58,0
9.89,9.74,1
8.76,9.16,1
7.6,7.9,0
8.08,7.92,0
5.94,5.8,0
8.15,7.82,0
9.3,8.98,0
7.62,8,0
6.42,6.23,0
6.98,7.2,0
5.93,5.6,0
7.6,7.59,0
7.49,7.05,0
8.95,9.26,0
4.96,5.14,0
6.75,6.35,0
6.43,6.85,0
9.33,9.63,1
7.8,7.35,0
5.8,6.09,0
6.64,6.58,0
5,5.02,0
6.55,6.35,0
7.04,6.77,0
6.15,6.37,0
7.99,8.05,0
9.17,8.79,1
9.5,9.17,0
7.84,8.15,0
7.45,7.09,0
9.01,8.57,0
9.82,9.93,1
7.75,7.53,1
8.04,8.32,0
9.44,9.8,0
8.59,8.53,0
6.62,6.67,0
6.16,5.84,0
5.83,5.8,0
8.39,8.66,0
6.98,6.63,0
8.93,9.31,0
7.99,8.42,1
7.58,7.87,0
8.97,9.14,1
5.76,6.19,0
7.37,7.01,1
7.4,7.84,0
6.07,5.88,0
8.91,9.17,0
7.99,7.78,0
8.23,7.79,1
9.9,9.99,1
8.79,8.45,1
9.47,9.07,1
9.41,9.6,0
8.39,8.44,0
5.15,5.55,0
8.51,8.97,1
7.97,7.77,0
5.26,5.55,0
6.68,6.64,0
7.45,7.83,0
6.92,6.59,0
8.65,8.82,0
6.2,5.93,0
7.29,7.51,0
5.86,5.67,0
5.81,5.76,0
6.62,6.89,0
6.19,6.13,0
8.18,8.62,0
8.71,8.51,0
10.46,10,1
4.97,5.01,0
9.12,9.58,0
5.6,5.21,0
7.58,7.81,0
8.25,8.28,0
9.55,9.45,1
8.36,8.05,1
7.36,7.02,0
7.77,7.61,1
5.44,5.68,0
10.04,9.59,1
8.61,8.91,0
9.4,9.15,0
8.59,8.46,1
9.44,9.3,0
6.41,6.65,0
7.74,7.49,0
6.3,5.99,0
5.65,5.32,0
10.28,9.9,0
8.52,8.31,0
5.58,5.43,0
8.42,7.98,1
8.39,8.69,1
9.54,9.89,0
5.55,5.08,0
5.24,5.41,0
7.82,7.91,0
5.48,5.54,0
9.51,9.37,1
4.97,5.07,0
5.86,5.37,0
9.3,9.22,0
6.75,6.78,0
6.48,6.57,0
8.8,9.13,0
8.54,8.87,0
8.33,8.04,1
10.08,9.97,0
8.77,8.28,0
8.69,8.34,0
6.32,6.6,0
9.14,9.06,0
6.6,6.31,0
6.89,7.04,0
5.03,5.44,0
10.09,9.73,0
9.5,9.09,1
6.45,6.18,0
5.4,5.59,0
6.6,6.42,0
7.15,6.76,0
9.35,9.41,0
9.13,9.6,1
7,7.04,0
5.11,5.18,0
8.69,8.47,0
6.72,6.78,0
8.02,7.52,0
6.12,5.91,0
5.46,5.37,0
9.06,8.9,0
9.71,9.89,0
6.09,5.95,0
8.49,8.58,0
8.24,8.15,0
5.5,5.92,0
5.74,5.34,0
9.83,9.88,1
8.45,8.38,0
6.8,7,0
6.33,6.81,0
7.72,7.56,0
8.34,8.2,0
6.69,6.67,0
7.22,7.19,0
9.64,9.8,1
8.01,7.75,0
9.45,9.84,0
10.31,9.99,0
5.95,5.52,0
5.63,5.72,0
9.68,9.79,0
8.7,8.92,0
6.98,7.19,0
7.46,7.27,0
9.29,9.09,0
8.66,8.54,0
4.77,5.08,0
9.58,9.78,0
7.24,6.81,0
8.33,7.95,0
9.73,9.66,0
8.89,8.56,0
5.68,5.43,0
8.5,8.48,0
6.55,6.74,0
8.68,8.86,0
9.76,9.87,0
6.31,5.96,0
8.19,7.72,0
6.06,6.09,0
8.75,9.07,0
5.18,5.58,0
9.26,8.81,0
9.37,9.51,0
7.65,7.54,0
5.6,5.19,0
8.19,8.32,0
9.04,9.48,0
9.42,9.69,1
8.36,7.91,0
8.84,8.82,0
8.12,7.73,0
7.71,7.83,0
7.79,8.27,0
7.26,7.33,0
6.54,6.78,0
7.75,8.15,0
6.41,6.46,0
5.21,5.65,0
7.37,7.21,0
8.33,8.35,1
7.19,7.17,0
7.66,7.23,0
6.43,6.46,0
8.13,7.69,0
6.88,6.59,0
6.43,6.91,0
8.93,9.4,1
8.31,8.01,0
5.44,5.9,0
5.68,5.9,0
9.39,9.02,1
9.32,9.38,0
6.5,6.12,0
9.27,9.13,0
5.27,5.72,0
7.34,7.27,0
8.86,9.06,0
9.27,9.6,0
9.12,9.05,1
7.42,7.87,0
9.65,9.61,0
8.28,7.83,0
5.56,5.37,0
4.94,5.23,0
6.06,6.24,0
7.36,7.7,0
7.16,6.75,0
5.62,5.53,0
9.12,9.16,0
7.29,6.9,0
7.29,7.6,0
8.72,8.34,1
5.87,5.9,0
6.9,7.16,0
8.19,8.17,0
7.46,7.05,0
6.47,6.52,0
9.85,9.54,0
5.83,5.82,0
9.08,9.49,1
9.39,9.09,0
6.24,5.95,0
8.79,8.83,1
9.44,9.88,0
7.14,7.13,0
9.29,9.27,0
5.3,5.65,0
7.14,6.77,0
7.38,6.97,0
6.5,6.83,0
7.98,8.03,0
9.24,9.45,1
6.71,6.82,0
9.46,9.33,0
6.41,6.76,0
7.55,7.58,0
9.08,9.58,1
7.95,8.08,0
7.69,7.67,0
9.56,9.97,0
9.48,9.54,1
5.55,6.01,0
8.3,8.03,1
5.45,5.44,0
9.2,9.16,1
7.99,7.95,0
6.61,7.05,0
6.39,6.86,0
4.8,5.08,0
9.63,9.34,0
9.44,9.48,1
8.27,8.58,0
8.21,8.41,0
5.61,5.87,0
6.31,6.16,0
8.5,8.54,1
6.07,5.75,0
8.78,8.47,0
7.38,7.36,0
9.55,9.95,1
6.03,5.79,0
9.68,9.68,1
5.41,5.14,0
8.27,8.41,1
7.66,7.95,0
7.96,8.45,0
5.77,5.45,1
8.11,7.95,1
6.81,7.07,0
6.31,6.46,0
9.83,9.53,0
5.44,5.34,0
8.61,8.86,0
8.51,8.73,0
7.11,6.64,0
5.73,6.19,0
6.56,6.63,0
5.36,5.08,0
9.77,9.57,0
9.68,9.58,0
8.62,8.64,0
5.95,5.82,0
6.21,6.14,0
9.13,8.96,1
7.3,7.09,0
7.59,7.26,0
6.59,6.77,0
8.44,8.54,0
5.91,6.15,1
8.79,8.94,0
7.81,7.59,0
8.49,8.28,0
6.96,7.35,0
7.5,7.23,0
7.8,8.07,0
9.53,9.4,0
5.43,5.36,0
6.7,6.62,0
8.94,8.76,0
6.97,6.5,0
7.92,7.96,0
6.05,6.51,0
8.84,8.9,1
7.21,6.76,1
8.43,8.87,1
9.58,9.93,1
9.57,9.6,0
5.52,5.31,0
5.56,5.34,0
10.08,9.66,1
8.47,8.79,1
6,5.71,0
7.29,7.77,0
8.88,9.19,0
6.23,6.04,0
7.07,6.84,0
9.23,8.83,0
5.63,6.08,0
5.98,6.44,1
8.47,8.71,1
8.38,8.86,1
8.13,8.47,0
9.71,9.61,1
6.87,6.4,0
7.84,7.5,0
9.9,9.56,0
5.04,5.1,0
5.81,5.52,0
6.72,6.63,0
9.34,9.77,1
9.29,9.01,0
5.44,5.22,0
7.85,8.05,0
4.91,5.1,0
5.78,6.13,0
7.66,7.53,0
7.86,7.99,0
5.86,6.26,1
10.17,9.76,0
8.23,8.04,0
7.54,7.98,0
9.48,9.47,0
5.29,5.29,0
5.6,5.37,0
6.27,6.52,0
6.94,6.66,0
5.18,5.68,0
7.55,7.68,0
10.45,9.98,0
8.51,8.3,0
7.72,7.81,0
7.22,7.33,0
7.96,8.45,0
8.24,8.24,1
8.48,8.72,0
6.23,6.71,0
8.38,8.77,0
5.35,5.45,1
7.96,8.13,0
9.2,9.68,0
6.04,6.15,0
8.31,8.39,0
10.3,9.87,0
6.41,6.62,0
5.85,5.78,0
6.19,6.18,0
5.47,5.9,1
7.77,7.36,0
8.23,8.4,1
6.41,6.67,0
7.28,7.23,0
8.38,8.53,0
5.98,5.86,0
7.5,7.38,0
9.82,9.5,0
7,7.08,0
4.89,5.39,0
7.87,8.35,0
7.9,8.34,0
7.57,7.38,0
9.31,9.75,0
5.38,5.31,0
7.89,8.16,0
8.53,8.75,0
5.26,5.62,0
5.11,5.45,0
6.02,6.02,0
7.08,6.72,0
5.08,5.22,0
8.12,8.35,1
8.81,9.14,0
9.05,9.26,0
8.84,8.78,1
6.43,6.7,0
9.72,9.8,0
8.01,8.2,1
8.61,8.89,0
8.2,8.04,0
5.81,5.82,0
6,6.38,0
9.38,9.4,0
5.39,5.78,0
7.52,7.56,0
5.04,5.15,0
6.39,6.14,0
8.91,8.44,1
7.74,8.21,0
7.17,7.63,0
7.47,6.98,0
9.32,9.38,0
8.44,8.92,0
5.59,5.2,0
10.11,9.93,1
9.54,9.82,0
8.46,8.74,0
9.32,9.02,1
8.49,8.17,1
5.75,5.49,0
